"Column","Row2","SampleID","Crop","GrainWeight","Protein","Moisture","Starch","WGlutDM","TestWeight","ID2","Logitude","Latitude","ResidueWeight","Notes","Year","FieldID"
20,"G","CF14GPWW_162_20-G","WW",1027,10.5,7.5,75,27.8,51.5,163,-117.081251,46.780423,1908,"Starch outside limits |  | ",2014,"CookEast"
21,"G","CF14GPSWGrn_C1_164_21-G","SW",523,13.8,7,63.5,32.5,53.2,164,-117.080833,46.780279,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
22,"G","CF14GPSWGrn_C1_165_22-G","SW",557,11.1,6.4,70.9,26.4,55.5,165,-117.080415,46.780542,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
23,"G","GPHY14_GB_C2_166_23-G","GB",178,,,,,,166,-117.079997,46.780513,482," |  | ",2014,"CookEast"
24,"G","GPHY14_SB_C3_167_24-G","SB",608,12.4,13.6,60.9,,47.6,167,-117.079579,46.780477,," |  | ",2014,"CookEast"
25,"G","CF14GPWW_167_25-G","WW",697,10.9,8.2,72,29.7,54.9,168,-117.079161,46.780398,1190," |  | ",2014,"CookEast"
26,"G","CF14GPWW_168_26-G","WW",875,12.3,7.7,69.9,33.3,53.9,169,-117.078743,46.78041,2054," |  | ",2014,"CookEast"
27,"G","CF14GPSWGrn_C5_170_27-G","SW",241,12.4,6.4,67.4,28.8,,170,-117.078325,46.780415,,"MOISTURE OUTSIDE LIMITS |  | SAMPLE TOO SMALL FOR TEST WEIGHT",2014,"CookEast"
29,"G","CF14GPSWGrn_C6_172_29-G","SW",433,11.8,6.9,68.9,26.1,54.3,172,-117.077489,46.780516,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
30,"G","CF14GPSWGrn_C7_173_30-G","SW",471,11.4,6.7,70.9,28.6,56.1,173,-117.077071,46.78029,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
31,"G","CF14GPSWGrn_C8_174_31-G","SW",828,10.5,6.5,75.1,25,61.4,174,-117.076653,46.780414,,"MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
6,"H","GPHY14_GB_A1_175_6-H","GB",410,,,,,,175,-117.086879,46.780708,935," |  | ",2014,"CookEast"
7,"H","GPHY14_GB_A1_176_7-H","GB",331,,,,,,176,-117.08647678,46.78080097,737," |  | ",2014,"CookEast"
8,"H","GPHY14_GB_A2_177_8-H","GB",219,,,,,,177,-117.086043,46.780763,553," |  | ",2014,"CookEast"
9,"H","GPHY14+GB_A3_178_9-H","GB",427,,,,,,178,-117.085625,46.780668,995," |  | ",2014,"CookEast"
10,"H","GPHY14_GB_A4_179_10-H","GB",351,,,,,,179,-117.085207,46.780786,816," |  | ",2014,"CookEast"
11,"H","CF14GPSWGrn_A5_180_11-H","SW",488,11.1,7.3,65.4,25.1,54.2,180,-117.084789,46.780634,," |  | ",2014,"CookEast"
12,"H","CF14GPSWGrn_A6_181_12-H","SW",579,11,6.5,69.9,25,50.2,181,-117.084371,46.780723,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
13,"H","CF14GPWW_181_13-H","WW",700,11,9.3,65.5,28.6,40.5,182,-117.08392119,46.78065692,1724," |  | ",2014,"CookEast"
14,"H","CF14GPWW_182_14-H","WW",1450,10.3,8.7,71.6,27,44.6,183,-117.083535,46.780739,3462," |  | ",2014,"CookEast"
15,"H","CF14GPWW_183_15-H","WW",1226,9.1,8.8,73.1,22.7,53.2,184,-117.083117,46.78066,2242," |  | ",2014,"CookEast"
16,"H","CF14GPWW_184_16-H","WW",1456,10.7,8.3,70.9,28.2,45.6,185,-117.082699,46.780729,3760," |  | ",2014,"CookEast"
17,"H","CF14GPWW_185_17-H","WW",1143,11.5,7.9,70.8,30.2,43.7,186,-117.082281,46.780766,3450," |  | ",2014,"CookEast"
18,"H","CF14GPWW_186_18-H","WW",647,11.3,9.3,62.3,31.5,34.8,187,-117.081863,46.780568,1350," |  | ",2014,"CookEast"
19,"H","CF14GPWW_187_19-H","WW",826,11.1,8.3,70.6,29.8,47.2,188,-117.081445,46.780707,1575," |  | ",2014,"CookEast"
20,"H","CF14GPWW_188_20-H","WW",1345,10,8.2,75.2,26.4,53.4,189,-117.081027,46.780709,2199,"Starch outside limits |  | ",2014,"CookEast"
21,"H","CF14GPSWGrn_C1_190_21-H","SW",766,11.4,6.5,69.3,26,53.6,190,-117.080609,46.780565,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
22,"H","CF14GPSWGrn_C1_191_22-H","SW",671,11.3,6.4,71.6,26.7,54.8,191,-117.080191,46.780828,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
23,"H","GPHY14_GB_C2_192_23-H","GB",378,,,,,,192,-117.079773,46.780799,744," |  | ",2014,"CookEast"
24,"H","GPHY14_SB_C3_193_24-H","SB",468,12,11.8,63.4,,53,193,-117.079355,46.780763,," |  | ",2014,"CookEast"
25,"H","CF14GPWW_193_25-H","WW",,,,,,,194,-117.07891312,46.78066353,," |  | ",2014,"CookEast"
26,"H","CF14GPWW_194_26-H","WW",563,12.4,8.1,66.7,33.1,46,195,-117.078519,46.780696,1285," |  | ",2014,"CookEast"
27,"H","CF14GPSWGrn_C5_196_27-H","SW",752,10.6,6.7,74.5,24.4,56.6,196,-117.078101,46.780701,,"MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
28,"H","CF14GPSWGrn_C6_197_28-H","SW",836,10.6,6.7,72.7,23.5,56.5,197,-117.077683,46.780638,,"MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
29,"H","CF14GPSWGrn_C6_198_29-H","SW",467,8.1,6.6,75.4,19.1,58.4,198,-117.077265,46.780802,,"MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ORIGINAL SAMPLE BAG RIPPED",2014,"CookEast"
30,"H","CF14GPSWGrn_C7_199_30-H","SW",979,10.4,6.6,74.9,24.4,60.4,199,-117.076847,46.780576,,"MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
7,"I","GPHY14_GB_A1_200_7-I","GB",210,,,,,,200,-117.0866262,46.7810531,543," |  | ",2014,"CookEast"
8,"I","GPHY14_GB_A1_201_8-I","GB",184,,,,,,201,-117.086242,46.781049,493," |  | ",2014,"CookEast"
9,"I","GPHY14_GB_A2_202_9-I","GB",161,,,,,,202,-117.085824,46.780954,337," |  | ",2014,"CookEast"
10,"I","GPHY14_GB_A3_203_10-I","GB",210,,,,,,203,-117.085406,46.781072,601," |  | ",2014,"CookEast"
11,"I","GPHY14_GB_A4_204_11-I","GB",281,,,,,,204,-117.084988,46.78092,654," |  | ",2014,"CookEast"
12,"I","CF14GPSWGrn_A5_205_12-I","SW",1282,10.4,7.6,72.5,25.4,59.5,205,-117.08457,46.781009,," |  | ",2014,"CookEast"
13,"I","CF14GPSWGrn_A6_206_13-I","SW",931,10.3,7.3,72.1,24.7,58.2,206,-117.084152,46.780962,," |  | ",2014,"CookEast"
14,"I","CF14GPSWGrn_A6_207_14-I","SW",863,10.7,7.5,72.7,25.2,58.6,207,-117.08375497,46.78103938,," |  | ",2014,"CookEast"
15,"I","CF14GPWW_207_15-I","WW",1157,9.2,8.6,73,23.1,48.5,208,-117.083316,46.780946,2393," |  | ",2014,"CookEast"
16,"I","CF14GPWW_208_16-I","WW",1196,9.2,9,71.8,23.5,51.1,209,-117.082898,46.781015,2116,"There is s small piece of tape on the bag; starch outside limit |  | ",2014,"CookEast"
17,"I","CF14GPWW_209_17-I","WW",1070,11.3,8.4,68.2,29.5,40.6,210,-117.08248,46.781052,2261," |  | ",2014,"CookEast"
18,"I","CF14GPWW_210_18-I","WW",1373,10.5,8.4,71.7,27.5,46.6,211,-117.082062,46.780854,2548," |  | ",2014,"CookEast"
19,"I","CF14GPWW_211_19-I","WW",1366,9.2,9,73.1,23.9,53.1,212,-117.081644,46.780993,2315," |  | ",2014,"CookEast"
20,"I","CF14GPWW_212_20-I","WW",1653,9.5,8.4,72.4,24.1,50,213,-117.081226,46.780995,3105," |  | ",2014,"CookEast"
21,"I","CF14GPWW_213_21-I","WW",966,10.8,7.8,71.5,28.2,52.8,214,-117.080808,46.780851,2568," |  | ",2014,"CookEast"
22,"I","CF14GPWW_214_22-I","WW",1323,10.4,8.6,73.1,27.9,54.6,215,-117.08043771,46.78111806,2379," |  | ",2014,"CookEast"
23,"I","CF14GPSWGrn_C1_216_23-I","SW",633,12.5,6,68.4,27.8,54.3,216,-117.079972,46.781085,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
24,"I","GPHY14_GB_C2_217_24-I","GB",296,,,,,,217,-117.079554,46.781049,617," |  | ",2014,"CookEast"
25,"I","GPHY14_SB_C3_218_25-I","SB",531,11.6,11.7,64.7,,53.8,218,-117.079136,46.78097,," |  | ",2014,"CookEast"
26,"I","GPHY14_SB_C3_219_26-I","SB",596,10.9,11,64.2,,53.5,219,-117.078718,46.780982,," |  | ",2014,"CookEast"
27,"I","CF14GPWW_219_27-I","WW",903,12.8,8.1,71.4,34.9,59.4,220,-117.0783,46.780987,1403," |  | ",2014,"CookEast"
28,"I","CF14GPSWGrn_C5_221_28-I","SW",912,11.1,7.3,72.9,26.8,58.8,221,-117.077882,46.780924,," | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
29,"I","CF14GPSWGrn_C5_222_29-I","SW",758,9.6,7,77.3,21.9,58.5,222,-117.077464,46.781088,,"MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
30,"I","CF14GPSWGrn_C6_223_30-I","SW",546,11.8,7.4,68.2,27.8,55.5,223,-117.077046,46.780862,," |  | ",2014,"CookEast"
31,"I","CF14GPSWGrn_C7_224_31-I","SW",559,12.2,6.7,69.7,26.5,56.1,224,-117.076628,46.780986,,"MOISTURE OUTSIDE LIMITS |  | ORIGINAL SAMPLE BAG RIPPED",2014,"CookEast"
7,"J","GPHY14_GB_A1_225_7-J","GB",336,,,,,,225,-117.086295,46.781365,," |  | ",2014,"CookEast"
8,"J","GPHY14_GB_A2_226_8-J","GB",471,,,,,,226,-117.08586126,46.78132062,1066," |  | ",2014,"CookEast"
9,"J","GPHY14_GB_A3_227_9-J","GB",174,,,,,,227,-117.08543278,46.78122203,480," |  | ",2014,"CookEast"
10,"J","GPHY14_GB_A3_228_10-J","GB",29,,,,,,228,-117.085041,46.781358,243," |  | ",2014,"CookEast"
11,"J","GPHY14_GB_A4_229_11-J","GB",179,,,,,,229,-117.084623,46.781206,737,"SAMPLE BAG DIFFERENT FROM OTHER SAMPLE BAGS |  | ",2014,"CookEast"
12,"J","CF14GPSWGrn_A5_230_12-J","SW",738,11.2,7.1,69.6,25.2,53.3,230,-117.084205,46.781295,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
13,"J","CF14GPSWGrn_A6_231_13-J","SW",427,11.4,6.6,68.5,26.4,50,231,-117.083787,46.781248,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
14,"J","CF14GPWW_231_14-J","WW",878,9.4,8.6,68.1,23.9,45.3,232,-117.08328225,46.78127044,1809," |  | ",2014,"CookEast"
15,"J","CF14GPWW_232_15-J","WW",1183,10.2,9.5,66.9,27.4,39.5,233,-117.082951,46.781232,2237," |  | ",2014,"CookEast"
16,"J","CF14GPWW_233_16-J","WW",1535,8.9,8.6,74.2,22,51.8,234,-117.082533,46.781301,3689,"Starch outside limits |  | ",2014,"CookEast"
17,"J","CF14GPWW_234_17-J","WW",1091,11,9.6,66.7,30,44.3,235,-117.082115,46.781338,2031," |  | ",2014,"CookEast"
18,"J","CF14GPWW_235_18-J","WW",1438,10.8,9,72.6,29.4,56,236,-117.081697,46.78114,2623," |  | ",2014,"CookEast"
19,"J","CF14GPWW_236_19-J","WW",1212,10.1,8.6,72,26.3,49.1,237,-117.08124367,46.78126348,2348," |  | ",2014,"CookEast"
20,"J","CF14GPWW_237_20-J","WW",1319,11.2,8.2,72.6,29.8,49.7,238,-117.080861,46.781281,2255,"Starch outside limits |  | ",2014,"CookEast"
21,"J","CF14GPWW_238_21-J","WW",993,9.9,8.3,72.5,25.9,53.1,239,-117.08045495,46.78115338,1730,"Starch outside limits |  | ",2014,"CookEast"
22,"J","CF14GPWW_239_22-J","WW",1085,10.6,7.8,72.3,27.9,52.8,240,-117.08011053,46.78144636,3594,"Starch outside limits |  | ",2014,"CookEast"
23,"J","CF14GPSWGrn_C1_241_23-J","SW",701,11.3,6.9,69.3,26.8,58.4,241,-117.079607,46.781371,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
24,"J","GPHY14_GB_C2_242_24-J","GB",429,,,,,,242,-117.079189,46.781335,826," |  | ",2014,"CookEast"
25,"J","GPHY14_SB_C3_243_25-J","SB",489,11.3,12.1,63.6,,53.5,243,-117.078771,46.781256,," |  | ",2014,"CookEast"
26,"J","GPHY14_SB_C3_244_26-J","SB",545,10.23,11.7,64.6,,54.1,244,-117.07838882,46.78129255,," |  | ",2014,"CookEast"
27,"J","CF14GPWW_244_27-J","WW",691,13.2,8.6,64.2,35.9,45.7,245,-117.077935,46.781273,1318," |  | ",2014,"CookEast"
28,"J","CF14GPSWGrn_C5_246_28-J","SW",639,11.7,6.8,70.3,27.4,57.3,246,-117.077517,46.78121,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
29,"J","CF14GPSWGrn_C5_247_29-J","SW",772,10.8,6.9,70.3,23.8,56.4,247,-117.077099,46.781374,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
30,"J","CF14GPSWGrn_C6_248_30-J","SW",1053,10,7,75.7,23,61.2,248,-117.07669891,46.78116437,,"MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
9,"K","GPHY14_GB_A1_249_9-K","GB",372,,,,,,249,-117.085864,46.781526,1357,"MOUSE DAMAGE TO SAMPLE BAG, SO WEIGHED BAG SEPERATELY |  | ",2014,"CookEast"
10,"K","GPHY14_GB_A2_250_10-K","GB",289,,,,,,250,-117.085446,46.781644,590," |  | ",2014,"CookEast"
11,"K","GPHY14_GB_A3_251_11-K","GB",73,,,,,,251,-117.085028,46.781492,366,"MOUSE DAMAGE TO SAMPLE BAG, SO WEIGHED BAG SEPERATELY |  | ",2014,"CookEast"
12,"K","GPHY14_GB_A4_252_12-K","GB",97,,,,,,252,-117.08457853,46.78155584,493,"MOUSE DAMAGE TO SAMPLE |  | ",2014,"CookEast"
13,"K","GPHY14_GB_A4_253_13-K","GB",319,,,,,,253,-117.084192,46.781534,733," |  | ",2014,"CookEast"
14,"K","CF14GPSWGrn_A5_254_14-K","SW",1244,10.2,7.1,71.1,23.4,59.4,254,-117.083774,46.781597,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
15,"K","CF14GPSWGrn_A6_255_15-K","SW",654,11,7,72.4,25.1,57.5,255,-117.083356,46.781518,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
16,"K","CF14GPWW_255_16-K","WW",1624,9.9,9.1,73.5,26.4,55.9,256,-117.082938,46.781587,2643," |  | ",2014,"CookEast"
17,"K","CF14GPWW_256_17-K","WW",935,9.5,9.1,73,24.9,53.9,257,-117.08252,46.781624,1547," |  | ",2014,"CookEast"
18,"K","CF14GPWW_257_18-K","WW",1195,10,9,72.9,26.1,52.5,258,-117.082102,46.781426,2189," |  | ",2014,"CookEast"
19,"K","CF14GPWW_258_19-K","WW",1136,9.5,8.8,65.8,25.3,39.7,259,-117.081684,46.781565,2176,"Protein DM outside limit |  | ",2014,"CookEast"
20,"K","CF14GPWW_259_20-K","WW",1235,11,8.3,68.7,29,43.8,260,-117.081266,46.781567,2179," |  | ",2014,"CookEast"
21,"K","CF14GPWW_260_21-K","WW",1432,9.8,7.8,72.6,25.1,53.1,261,-117.080848,46.781423,3261," |  | ",2014,"CookEast"
22,"K","CF14GPWW_261_22-K","WW",1285,11.2,8.4,68,30.4,43.9,262,-117.08043,46.781686,3023," |  | ",2014,"CookEast"
23,"K","CF14GPWW_262_23-K","WW",1056,9.9,8.9,75.5,26.3,57,263,-117.080012,46.781657,1836,"Starch outside limits |  | ",2014,"CookEast"
24,"K","CF14GPSWGrn_C1_264_24-K","SW",766,7.4,7.4,72.7,23.9,60.1,264,-117.079594,46.781621,," |  | ",2014,"CookEast"
25,"K","GPHY14_GB_C2_265_25-K","GB",528,,,,,,265,-117.0791581,46.78153382,1000," |  | ",2014,"CookEast"
26,"K","GPHY14_GB_C2_266_26-K","GB",303,,,,,,266,-117.078758,46.781554,629," |  | ",2014,"CookEast"
27,"K","GPHY14_SB_C3_267_27-K","SB",435,13.3,10.9,63.1,,53.7,267,-117.07834,46.781559,," |  | ",2014,"CookEast"
28,"K","CF14GPWW_267_28-K","WW",429,13.5,8.8,67.3,37,51.3,268,-117.077922,46.781496,785," |  | ",2014,"CookEast"
29,"K","CF14GPWW_268_29-K","WW",934,10.8,8.4,71.6,29.2,56.8,269,-117.077504,46.78166,1508," |  | ",2014,"CookEast"
30,"K","CF14GPSWGrn_C5_270_30-K","SW",1084,10.1,6.9,73.7,22.7,59.6,270,-117.077086,46.781434,,"MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
31,"K","CF14GPSWGrn_C6_271_31-K","SW",873,10,6.6,74.8,22,58.8,271,-117.076668,46.781558,,"MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ORIGINAL SAMPLE BAG RIPPED",2014,"CookEast"
9,"L","GPHY14_GB_A1_272_9-L","GB",407,,,,,,272,-117.08559,46.781812,1163," |  | ",2014,"CookEast"
10,"L","GPHY14_GB_A2_273_10-L","GB",160,,,,,,273,-117.085172,46.78193,446," |  | ",2014,"CookEast"
11,"L","GPHY14_GB_A3_274_11-L","GB",241,,,,,,274,-117.084754,46.781778,726," |  | ",2014,"CookEast"
12,"L","GPHY14_GB_A3_275_12-L","GB",436,,,,,,275,-117.08435697,46.78187778,1047," |  | ",2014,"CookEast"
13,"L","GPHY14_GB_A4_276_13-L","GB",252,,,,,,276,-117.083918,46.78182,643," |  | ",2014,"CookEast"
14,"L","CF14GPSWGrn_A5_277_14-L","SW",481,13.1,6.4,65.7,29.3,52.2,277,-117.0835,46.781883,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
15,"L","CF14GPSWGrn_A6_278_15-L","SW",986,10.8,7.3,74,25.2,59.7,278,-117.083082,46.781804,," | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
16,"L","CF14GPWW_278_16-L","WW",1031,9.6,9.2,73.8,25.2,54.8,279,-117.08265008,46.78185937,1729," |  | ",2014,"CookEast"
17,"L","CF14GPWW_279_17-L","WW",1416,9.1,9,72.3,24,52.2,280,-117.082246,46.78191,2341," |  | ",2014,"CookEast"
18,"L","CF14GPWW_280_18-L","WW",1321,10.8,8.1,71.7,28.1,46.6,281,-117.08181228,46.78170481,3215," |  | ",2014,"CookEast"
19,"L","CF14GPWW_281_19-L","WW",1242,9.7,8.3,70.7,24.6,52,282,-117.08141,46.781851,1991,"Starch outside limits |  | ",2014,"CookEast"
20,"L","CF14GPWW_282_20-L","WW",1189,11.5,8.3,71.1,30.9,47.4,283,-117.080992,46.781853,2267," |  | ",2014,"CookEast"
21,"L","CF14GPWW_283_21-L","WW",1197,11.3,8.4,70.3,29.6,43.2,284,-117.080574,46.781709,2233," |  | ",2014,"CookEast"
22,"L","CF14GPWW_284_22-L","WW",976,9.9,8.5,75.4,25.8,52.5,285,-117.080156,46.781972,1624,"Starch outside limits |  | ",2014,"CookEast"
23,"L","CF14GPWW_285_23-L","WW",1212,10.2,8,73.9,27.1,55.8,286,-117.079738,46.781943,2076," |  | ",2014,"CookEast"
24,"L","CF14GPSWGrn_C1_287_24-L","SW",820,10.4,6.7,72.9,23.8,56.5,287,-117.07932,46.781907,,"MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
25,"L","GPHY14_GB_C2_288_25-L","GB",470,,,,,,288,-117.07886619,46.78180208,952," |  | ",2014,"CookEast"
26,"L","GPHY14_GB_C2_289_26-L","GB",326,,,,,,289,-117.078484,46.78184,688," |  | ",2014,"CookEast"
27,"L","GPHY14_SB_C3_290_27-L","SB",309,10.5,12.2,63.2,,,290,-117.078066,46.781845,,"small sample (test weight) |  | ",2014,"CookEast"
28,"L","CF14GPWW_290_28-L","WW",623,14.7,7.8,63,40.1,46.1,291,-117.077648,46.781782,1125," |  | ",2014,"CookEast"
29,"L","CF14GPWW_291_29-L","WW",479,9.9,8.6,73.6,26.9,60.3,292,-117.07723,46.781946,816,"Starch outside limits |  | ",2014,"CookEast"
30,"L","CF14GPSWGrn_C5_293_30-L","SW",572,13.3,6.5,65.9,30.3,55,293,-117.076812,46.78172,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
9,"M","GPHY14_GB_A1_297_9-M","GB",261,,,,,,297,-117.085536,46.782098,664," |  | ",2014,"CookEast"
10,"M","GPHY14_GB_A1_298_10-M","GB",402,,,,,,298,-117.085118,46.782216,976," |  | ",2014,"CookEast"
11,"M","GPHY14_GB_A2_299_11-M","GB",305,,,,,,299,-117.0847,46.782064,," |  | ",2014,"CookEast"
12,"M","GPHY14_GB_A3_300_12-M","GB",373,,,,,,300,-117.084282,46.782153,1047," |  | ",2014,"CookEast"
13,"M","GPHY14_GB_A4_301_13-M","GB",292,,,,,,301,-117.083864,46.782106,," |  | ",2014,"CookEast"
14,"M","CF14GPSWGrn_A5_302_14-M","SW",978,10.1,7.3,72.4,24,56.7,302,-117.08343026,46.78215462,,"MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
15,"M","CF14GPSWGrn_A6_303_15-M","SW",602,11.2,6.9,67.7,25,55.3,303,-117.08301227,46.78207922,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
16,"M","CF14GPSWGrnA6_304_16-M","SW",492,9.7,7.4,76.2,23.7,60.4,304,-117.08261,46.782159,," | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
17,"M","CF14GPWW_304_17-M","WW",1041,10.7,8.9,71.4,28.1,53.3,305,-117.082192,46.782196,1752," |  | ",2014,"CookEast"
18,"M","CF14GPWW_305_18-M","WW",1093,10.3,9.1,72,27.1,50.1,306,-117.081774,46.781998,2180," |  | ",2014,"CookEast"
19,"M","CF14GPWW_306_19-M","WW",934,10.6,9,73.2,28,57.1,307,-117.081356,46.782137,1848," |  | ",2014,"CookEast"
20,"M","CF14GPWW_307_20-M","WW",910,10.6,8.1,72.2,27.3,46,308,-117.080938,46.782139,2133," |  | ",2014,"CookEast"
21,"M","CF14GPWW_308_21-M","WW",687,9.7,9,68.3,25.7,47.1,309,-117.08049902,46.78197702,2066," |  | ",2014,"CookEast"
22,"M","CF14GPWW_309_22-M","WW",1372,10.1,7.9,72.3,26.3,44.5,310,-117.080102,46.782258,3427,"Starch outside limits |  | ",2014,"CookEast"
23,"M","CF14GPWW_310_23-M","WW",866,10.4,8.1,72.6,27.1,47.4,311,-117.079684,46.782229,1740,"Starch outside limits |  | ",2014,"CookEast"
24,"M","CF14GPWW_311_24-M","WW",666,14,8.1,62.9,37.9,44.9,312,-117.07930181,46.78221346,1285," |  | ",2014,"CookEast"
25,"M","CF14GPSWGrn_C1_313_25-M","SW",851,9,6.7,73,20.6,58.3,313,-117.078848,46.782114,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
26,"M","GPHY14_GB_C2_314_26-M","GB",244,,,,,,314,-117.07843,46.782126,529," |  | ",2014,"CookEast"
27,"M","GPHY14_GB_C2_315_27-M","GB",257,,,,,,315,-117.07804184,46.78214737,634," |  | ",2014,"CookEast"
28,"M","GPHY14_SB_C3_316_28-M","SB",514,11.9,11.9,62.5,,35.6,316,-117.077594,46.782068,," |  | ",2014,"CookEast"
10,"N","GPHY14_GB_A1_323_10-N","GB",502,,,,,,323,-117.08513522,46.78249247,," |  | ",2014,"CookEast"
11,"N","GPHY14_GB_A2_324_11-N","GB",176,,,,,,324,-117.084751,46.78235,506," |  | ",2014,"CookEast"
12,"N","GPHY14_GB_A2_325_12-N","GB",218,,,,,,325,-117.084333,46.782439,681," |  | ",2014,"CookEast"
13,"N","GPHY14_GB_A3_326_13-N","GB",287,,,,,,326,-117.083915,46.782392,802," |  | ",2014,"CookEast"
14,"N","GPHY14_GB_A4_327_14-N","GB",361,,,,,,327,-117.083497,46.782455,1085," |  | ",2014,"CookEast"
15,"N","CF14GPSWGrn_A5_328_15-N","SW",993,10.4,7.7,72,23.8,57.8,328,-117.083079,46.782376,," |  | ",2014,"CookEast"
16,"N","CF14GPSWGrn_A6_329_16-N","SW",966,9.4,6.7,72.6,21.6,58.7,329,-117.08264527,46.78243781,,"MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
17,"N","CF14GPSWGrn_A6_330_17-N","SW",947,9.9,6.9,73.1,22.5,56.9,330,-117.082243,46.782482,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
18,"N","CF14GPWW_330_18-N","WW",1024,9.4,8.9,73.7,23.7,53.5,331,-117.081825,46.782284,1920,"Starch outside limits |  | ",2014,"CookEast"
19,"N","CF14GPWW_331_19-N","WW",953,10,9.4,68.3,26.7,45.8,332,-117.081407,46.782423,2167," |  | ",2014,"CookEast"
20,"N","CF14GPWW_332_20-N","WW",941,10.4,9,73.2,27.7,53.3,333,-117.080989,46.782425,1703," |  | ",2014,"CookEast"
21,"N","CF14GPWW_333_21-N","WW",1208,11.3,8.2,70.9,30,45.1,334,-117.080571,46.782281,2720," |  | ",2014,"CookEast"
22,"N","CF14GPWW_334_22-N","WW",819,9.2,8.3,74.1,23.5,51.3,335,-117.080153,46.782544,1505,"Starch outside limits |  | ",2014,"CookEast"
23,"N","CF14GPWW_335_23-N","WW",1095,10,8.8,74.2,26.6,50.7,336,-117.079735,46.782515,2218,"Starch outside limits |  | ",2014,"CookEast"
24,"N","CF14GPWW_336_24-N","WW",1079,12.2,8.3,66,33.6,43.8,337,-117.079317,46.782479,2025," |  | ",2014,"CookEast"
25,"N","CF14GPSWGrn_C1_338_25-N","SW",806,12,6.3,67.2,27.7,51.4,338,-117.07889105,46.78239455,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
11,"O","GPHY14_GB_A1_348_11-0","GB",527,,,,,,348,-117.084617,46.782636,1631," |  | ",2014,"CookEast"
12,"O","GPHY14_GB_A2_349_12-O","GB",456,,,,,,349,-117.084199,46.782725,1366," |  | ",2014,"CookEast"
13,"O","GPHY14_GB_A3_350_13-O","GB",380,,,,,,350,-117.083781,46.782678,," |  | ",2014,"CookEast"
14,"O","GPHY14_GB_A4_351_14-O","GB",133,,,,,,351,-117.083363,46.782741,617," |  | ",2014,"CookEast"
15,"O","CF14GPSWGrn_A5_352_15-O","SW",1017,10.6,7,72.1,25.6,59,352,-117.08291879,46.78264763,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
16,"O","CF14GPSWGrn_A5_353_16-O","SW",1029,11,7.3,75,27.4,60.1,353,-117.082527,46.782731,," | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
17,"O","CF14GPSWGrn_A6_354_17-O","SW",988,9.5,6.9,75.1,22.3,59.3,354,-117.082109,46.782768,,"MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
